"","2.5%","25%","50%","75%","97.5%"
"E.rate[1]",0.187520877706034,0.334676112666141,0.421208005089206,0.525205524171376,0.770943147976065
"E.rate[2]",0.290376732856494,0.403830652082062,0.466984801131592,0.534409773058373,0.679583508579617
"E.rate[3]",0.350146312591184,0.491936364621465,0.585286935962015,0.691350230810272,0.922822936030312
"Eh.rate[1]",2.11206980906352,2.58093642462301,2.89428424571997,3.33327653161124,4.59195345176495
"Eh.rate[2]",4.77582174001595,5.56957947262425,6.05902112743416,6.61597046664971,7.93505138306716
"Eh.rate[3]",1.99361345449419,2.60890958872088,3.08698125341585,3.71371493522631,5.3153801936895
"Tmax[1]",305.186118037058,307.309475493684,308.174162243528,308.891921691165,309.883657352335
"Tmax[2]",306.748063033194,307.335756423624,307.588001480459,307.810128257949,308.174722102393
"Tmax[3]",305.590521663979,307.767149776155,308.669664044679,309.307118486883,310.136903173514
"Topt[1]",302.172108315223,302.896149008364,303.254720344014,303.626001207406,304.394330964387
"Topt[2]",303.566167695196,304.023114050222,304.262151623491,304.498689083605,305.001675231254
"Topt[3]",304.079773865005,304.587551715975,304.902889508116,305.233200180564,305.922613450754
"lnc.geno[1]",0.0699008254630779,0.126051707274817,0.155783308219895,0.187681600943244,0.267091049662626
"lnc.geno[2]",0.416008082561205,0.462453147624039,0.48551389793385,0.50955961433342,0.561750928868489
"lnc.geno[3]",0.208025140032971,0.260376788688168,0.290792405580415,0.324067478873972,0.404960548766587
"lnc.geno[4]",0.00562408789960257,0.0704373887128946,0.105791251125638,0.141350356321163,0.222116433278684
"lnc.geno[5]",0.382942373134264,0.432914736723399,0.45642701346416,0.480744327140551,0.528993239491856
"lnc.geno[6]",0.226390069421132,0.278732720457828,0.309145558766051,0.343201946128078,0.426733462844043
"lnc.geno[7]",0.176899968797515,0.235343060760719,0.267062423072662,0.302816170110858,0.383575984879735
"lnc.geno[8]",0.399573408306018,0.446151885656998,0.469431566845414,0.493112168124096,0.544118723459557
"lnc.geno[9]",0.129890148246987,0.188042090800199,0.21898661236931,0.250558765147848,0.328901550154183
"lnc.geno[10]",0.134820580377393,0.186930076850437,0.217254513885168,0.250182091667601,0.326067798285608
"lnc.geno[11]",0.417686211610728,0.46381659499308,0.487424958590989,0.511139904219964,0.563935913438387
"lnc.geno[12]",0.146565998932629,0.20319693134181,0.231623120679917,0.264876710002053,0.345645114979355
"lnc.pred[1]",0.231266350893081,0.299487233878994,0.342369573973758,0.394413775034373,0.536749800544009
"lnc.pred[2]",0.880256154122633,0.930600212036075,0.956895137082832,0.982934084559292,1.03829867767561
"lnc.pred[3]",0.445097996800772,0.506942970633254,0.547848145292196,0.597222163590487,0.739254667156013
"lnc.pred[4]",0.167790962739853,0.246666329735038,0.292467712751106,0.343756294529271,0.484383314864368
"lnc.pred[5]",0.847868299778548,0.899606997919367,0.926945584000807,0.954935040296111,1.00474855240657
"lnc.pred[6]",0.462562189526314,0.524549831875134,0.566141200705874,0.616599458347379,0.754450215423784
"lnc.pred[7]",0.337345797560296,0.412576968839164,0.455303414306877,0.506508914128322,0.64729865931806
"lnc.pred[8]",0.866045679281916,0.914738939087586,0.939768011317903,0.965970173244237,1.01891601113268
"lnc.pred[9]",0.369016458752163,0.433541878020644,0.473761720139242,0.523677936857691,0.660170088184928
"lnc.pred[10]",0.294301528702219,0.363162304692655,0.404248324134588,0.454439770857673,0.590096110484304
"lnc.pred[11]",0.88279506613755,0.931373049766672,0.958516094746453,0.984321552914658,1.03830735204768
"lnc.pred[12]",0.385705197936378,0.447481530157322,0.487747634297837,0.538143667474107,0.677327831913136
"lnc.rate[1]",0.130444055063009,0.167094508002736,0.188669815739766,0.216045879498527,0.286795530131983
"lnc.rate[2]",0.42309009993634,0.455234236757652,0.47075802097253,0.485434872726799,0.517654872051527
"lnc.rate[3]",0.203885870958642,0.237932068664509,0.258449963104143,0.284358493617437,0.352908456818061
"sigma[1]",0.0723100582442641,0.123121137222278,0.177606454650457,0.266259729560167,0.638784383034756
"sigma[2]",0.370589906101804,0.622454102815814,0.868580136034002,1.26937325243743,3.03650609868677
"sigma[3]",0.671004192404792,1.25053691107483,1.84179962852669,2.71651924222232,5.79137399970927
"sigma[4]",0.0779700238277932,0.167266434691568,0.252150214349052,0.376673218936702,0.810089817905859
"sigma.geno",0.0257808322007642,0.0503110933748876,0.0645414512269094,0.0827556811933517,0.13483606853582
"sigma.obs",0.0923633447626903,0.102598318347149,0.10832593827375,0.114504098688394,0.128877571258957
