"","2.5%","25%","50%","75%","97.5%"
"E.loc[1]",0.340102222284383,0.505117338013516,0.632724480461144,0.808528818954391,1.30238756864728
"E.loc[2]",0.338637465891523,0.562071525667653,0.695106474201545,0.882097897487633,1.41665716615361
"Eh.loc[1]",1.64237058847603,2.08700193964034,2.40868917158747,2.86690684809329,4.11840205053231
"Eh.loc[2]",1.49717547538426,1.93525762406518,2.18012095258205,2.52793137176083,3.99298572091558
"Tmax[1]",301.459973555347,306.183310676349,308.12288008724,309.352481888516,310.871169772992
"Tmax[2]",301.615861352823,306.275690387045,308.287679162436,309.769585136578,311.593824593065
"Topt[1]",303.594181643097,304.339423605083,304.71589041977,305.09679784648,305.912516218138
"Topt[2]",304.65056092373,305.296405333395,305.652962920564,306.020453340132,306.838288080133
"lnc.geno[1]",0.211471223614184,0.278382636576985,0.32238605453706,0.37743307820943,0.566332939995886
"lnc.geno[2]",0.401015565116988,0.462120165524027,0.504268378365739,0.559591968233934,0.714828277539843
"lnc.geno[3]",0.223141661490721,0.29432699480204,0.336012696258769,0.39440536660285,0.576766072073334
"lnc.geno[4]",0.402914766014744,0.467277664113812,0.506917552384656,0.562428072061053,0.726746397609661
"lnc.geno[5]",0.12648225172916,0.202427800012536,0.244627870885355,0.300417844237218,0.477274900407655
"lnc.geno[6]",0.264331241255665,0.341352266876205,0.383672686823048,0.440931253301285,0.594293381588121
"lnc.geno[7]",0.137340678053921,0.212772907384271,0.256359147974874,0.312611031164345,0.494552241491754
"lnc.geno[8]",0.39485581260359,0.453201007281152,0.494817549292706,0.549073984950312,0.712652570869587
"lnc.loc[1]",0.211959415115533,0.256642109479366,0.291649074237378,0.345102767215756,0.526964643716417
"lnc.loc[2]",0.37255825390073,0.42831585026867,0.463679717347002,0.513843455133879,0.672876872650368
"lnc.pred[1]",0.46055335506574,0.542378960557868,0.6076317151175,0.711197797201175,1.08369564289709
"lnc.pred[2]",0.808115024903009,0.895451279088713,0.961059049822991,1.0625764175998,1.36999746785873
"lnc.pred[3]",0.476773535008861,0.556895028187266,0.623856340624397,0.724451104814454,1.095578159527
"lnc.pred[4]",0.81679351604527,0.899705688255633,0.968573654931298,1.06518451986449,1.3805875801897
"lnc.pred[5]",0.383067880649935,0.463708514225585,0.5285084798557,0.631539362385881,0.982937457738181
"lnc.pred[6]",0.680960386306568,0.771268107511259,0.842422220607705,0.9439150404424,1.25838241952466
"lnc.pred[7]",0.396710647988016,0.475939491113569,0.541559147196935,0.648235445952362,1.01398539659321
"lnc.pred[8]",0.807394705863789,0.889064364026139,0.953881702368693,1.05098857421688,1.37226081792975
"sigma[1]",0.0495124692285987,0.118002104046109,0.207382649762264,0.358883986615113,1.03892644899361
"sigma[2]",0.34502006011486,0.55122399037947,0.765395421346897,1.11687182852899,3.10661724022421
"sigma[3]",0.228675306267913,0.416319236210475,0.610545281229703,0.955216632027855,2.49340426453125
"sigma[4]",0.0929225943408587,0.222236475847148,0.344882142704117,0.51875874044203,1.18733084056628
"sigma.geno",0.0247618261165206,0.0550628030343075,0.074380463734831,0.101583635581803,0.199372411840961
"sigma.obs",0.0961625697435219,0.107057755169056,0.114132480772055,0.121506517707354,0.138878562719746
