"","loc","name","E.loc","Eh.loc","lnc.loc","Topt","Tmax"
"1","Pan - Ber","2.5%",-0.350736806318143,-0.924637338251326,0.144988212324254,0.905041778666084,0.907702374584306
"2","Pan - Ber","50%",-0.0370175994862205,2.45009327447379,0.243704937766468,2.12807433331884,1.61798658481572
"3","Pan - Ber","97.5%",0.199703032596558,11.0204893182363,0.330386108914488,3.61966155326697,2.63234400859309
