"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,26,"BMU","Bermuda",31,"BMU","Bermuda","BERMUDA","Bermuda","Bermuda",NA,NA,NA,"Bermudes ","Bermudas ","<U+0411><U+0435><U+0440><U+043C><U+0443><U+0434><U+044B>","<U+062C><U+0632><U+0631> <U+0628><U+0631><U+0645><U+0648><U+062F><U+0627>","<U+767E><U+6155><U+8FBE><U+7FA4><U+5C9B> ",NA,NA,"United Kingdom","BM",NA,"BD",60,"Unknown","Present",63000,39.412,1598.49791941541,"Northern America","Americas",2,NA,NA,NA,NA,"High income: nonOECD","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
